Class Name,Instance Side Definition,Class Side Definition
DAPackageAnalyzerCycleDetectionWindow,"DAPackageAnalyzerWindow subclass: #DAPackageAnalyzerCycleDetectionWindow 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageAnalyzerCycleDetectionWindow class 	instanceVariableNames: ''"
DAPackageAnalyzerDiffTreeModel,"ComposablePresenter subclass: #DAPackageAnalyzerDiffTreeModel 	instanceVariableNames: 'treeDiff packageRelationGraphDiff' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageAnalyzerDiffTreeModel class 	instanceVariableNames: ''"
DAPackageAnalyzerPackageDependenciesWindow,"DAPackageAnalyzerWindow subclass: #DAPackageAnalyzerPackageDependenciesWindow 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageAnalyzerPackageDependenciesWindow class 	instanceVariableNames: ''"
DAPackageAnalyzerReverseTreeModel,"DAPackageTreeModel subclass: #DAPackageAnalyzerReverseTreeModel 	instanceVariableNames: 'relationGraph packageLabel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageAnalyzerReverseTreeModel class 	instanceVariableNames: ''"
DAPackageAnalyzerTreeModel,"DAPackageTreeModel subclass: #DAPackageAnalyzerTreeModel 	instanceVariableNames: 'systemCycles packageLabel buttonBrowseCycles buttonDefault textPackageField filter buttonAddPackage buttonGenerateGraphViz buttonRemovePackage buttonReverseAnalysis buttonSave buttonMakeDiff relationGraph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageAnalyzerTreeModel class 	instanceVariableNames: ''"
DAPackageAnalyzerWindow,"StandardWindow subclass: #DAPackageAnalyzerWindow 	instanceVariableNames: 'packageAnalyzerTreeModel browser' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageAnalyzerWindow class 	instanceVariableNames: ''"
DAPackageCycle,"Object subclass: #DAPackageCycle 	instanceVariableNames: 'packages' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageCycle class 	instanceVariableNames: ''"
DAPackageCycleDetectionTreeModel,"DAPackageTreeModel subclass: #DAPackageCycleDetectionTreeModel 	instanceVariableNames: 'analysis cycles cyclesLabel filter buttonReversed' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageCycleDetectionTreeModel class 	instanceVariableNames: ''"
DAPackageCycleDetector,"Object subclass: #DAPackageCycleDetector 	instanceVariableNames: 'sccs cycles visitedNodes queue relationGraph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageCycleDetector class 	instanceVariableNames: ''"
DAPackageCycleDetectorTest,"TestCase subclass: #DAPackageCycleDetectorTest 	instanceVariableNames: 'packageA packageB packageC packageD packageE aPackageCycleDetection cycleA cycleB cycleC' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Packages'","DAPackageCycleDetectorTest class 	instanceVariableNames: ''"
DAPackageCycleGenerator,"DAGraphVizGenerator subclass: #DAPackageCycleGenerator 	instanceVariableNames: 'packageCycle' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageCycleGenerator class 	instanceVariableNames: ''"
DAPackageCycleTest,"TestCase subclass: #DAPackageCycleTest 	instanceVariableNames: 'aPDPackageCycle packageA packageB packageC' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Packages'","DAPackageCycleTest class 	instanceVariableNames: ''"
DAPackageDependenciesWelcome,"ComposablePresenter subclass: #DAPackageDependenciesWelcome 	instanceVariableNames: 'packageLabel packageChosenLabel buttonOpen packageList packageChosenList buttonAddPackage buttonRemovePackage buttonAddAll buttonRemoveAll textPackageField' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageDependenciesWelcome class 	instanceVariableNames: ''"
DAPackageDependency,"Object subclass: #DAPackageDependency 	instanceVariableNames: 'source target' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageDependency class 	instanceVariableNames: ''"
DAPackageDependencyTest,"TestCase subclass: #DAPackageDependencyTest 	instanceVariableNames: 'aPackageDependency anInternalPackageDependency packageA packageB' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Packages'","DAPackageDependencyTest class 	instanceVariableNames: ''"
DAPackageDependencyWrapper,"Object subclass: #DAPackageDependencyWrapper 	instanceVariableNames: 'daPackage' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageDependencyWrapper class 	instanceVariableNames: ''"
DAPackageDependencyWrapperTest,"TestCase subclass: #DAPackageDependencyWrapperTest 	instanceVariableNames: 'packageA aPDPackageDependencyWrapper' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Packages'","DAPackageDependencyWrapperTest class 	instanceVariableNames: ''"
DAPackageItemDiff,"DAAbstractItemDiff subclass: #DAPackageItemDiff 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Diff'","DAPackageItemDiff class 	instanceVariableNames: ''"
DAPackageItemDiffNode,"TreeNodePresenter subclass: #DAPackageItemDiffNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAPackageItemDiffNode class 	instanceVariableNames: ''"
DAPackageRelationGraph,"Object subclass: #DAPackageRelationGraph 	instanceVariableNames: 'packages classToPackage' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageRelationGraph class 	instanceVariableNames: ''"
DAPackageRelationGraphDiff,"Object subclass: #DAPackageRelationGraphDiff 	instanceVariableNames: 'oldRelationGraph newRelationGraph packagesDiff dependentPackagesDiff' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Diff'","DAPackageRelationGraphDiff class 	instanceVariableNames: ''"
DAPackageRelationGraphDiffTest,"TestCase subclass: #DAPackageRelationGraphDiffTest 	instanceVariableNames: 'oldRelationGraph newRelationGraph packageRelationGraphDiff packageA packageB' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Packages'","DAPackageRelationGraphDiffTest class 	instanceVariableNames: ''"
DAPackageRelationGraphGenerator,"DAGraphVizGenerator subclass: #DAPackageRelationGraphGenerator 	instanceVariableNames: 'relationGraph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackageRelationGraphGenerator class 	instanceVariableNames: ''"
DAPackageRelationGraphTest,"TestCase subclass: #DAPackageRelationGraphTest 	instanceVariableNames: 'packageCollectionAbstract packageCollectionsSequenceable packageKernel packageRegexCore packageStrings aPackageRelationGraph packagePackageDependencies packageA packageB packageC packageD' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Packages'","DAPackageRelationGraphTest class 	instanceVariableNames: ''"
DAPackageTest,"TestCase subclass: #DAPackageTest 	instanceVariableNames: 'aPackage aSecondPackage packageA packageB packageC' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Packages'","DAPackageTest class 	instanceVariableNames: ''"
DAPackageTreeModel,"ComposablePresenter subclass: #DAPackageTreeModel 	instanceVariableNames: 'tree buttonRefresh open browser' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAPackageTreeModel class 	instanceVariableNames: ''"
DAPackageUnderAnalysisNode,"DAAbstractPackageNode subclass: #DAPackageUnderAnalysisNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAPackageUnderAnalysisNode class 	instanceVariableNames: ''"
DAPotentialDependenciesNode,"DADependentPackageNode subclass: #DAPotentialDependenciesNode 	instanceVariableNames: 'messageSendAnalysis' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAPotentialDependenciesNode class 	instanceVariableNames: ''"
DAReferenceDependency,"DADependencyFromClass subclass: #DAReferenceDependency 	instanceVariableNames: 'selector reference method' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAReferenceDependency class 	instanceVariableNames: ''"
DAReferenceDependencyNode,"DAMethodDependencyNode subclass: #DAReferenceDependencyNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAReferenceDependencyNode class 	instanceVariableNames: ''"
DAReverseDependentPackageNode,"DAAbstractPackageNode subclass: #DAReverseDependentPackageNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAReverseDependentPackageNode class 	instanceVariableNames: ''"
DAReversePackageNode,"DAAbstractPackageNode subclass: #DAReversePackageNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAReversePackageNode class 	instanceVariableNames: ''"
DASomeClass,"Object subclass: #DASomeClass 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Data'","DASomeClass class 	instanceVariableNames: ''"
DATarjanAlgorithm,"Object subclass: #DATarjanAlgorithm 	instanceVariableNames: 'runningIndex stack stronglyConnectedComponents' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DATarjanAlgorithm class 	instanceVariableNames: ''"
DATarjanAlgorithmTest,"TestCase subclass: #DATarjanAlgorithmTest 	instanceVariableNames: 'tarjanPackage packageA packageB packageC packageD packageE packageF packageG packageH anArray' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Algorithm'","DATarjanAlgorithmTest class 	instanceVariableNames: ''"
DATraitDependency,"DADependencyFromClass subclass: #DATraitDependency 	instanceVariableNames: 'trait' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DATraitDependency class 	instanceVariableNames: ''"
DATraitDependencyNode,"DAClassNode subclass: #DATraitDependencyNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DATraitDependencyNode class 	instanceVariableNames: ''"
DailyNonInteractiveTranscript,"NonInteractiveTranscript subclass: #DailyNonInteractiveTranscript 	instanceVariableNames: 'date' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Transcript-NonInteractive-Base'","DailyNonInteractiveTranscript class 	instanceVariableNames: ''"
DamageRecorder,"Object subclass: #DamageRecorder 	instanceVariableNames: 'invalidRects totalRepaint' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Core-Support'","DamageRecorder class 	instanceVariableNames: ''"
DangerousClassNotifier,"Object subclass: #DangerousClassNotifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Shift-ClassBuilder'","DangerousClassNotifier class 	instanceVariableNames: 'enabled'"
DashedBorder,"SimpleBorder subclass: #DashedBorder 	instanceVariableNames: 'dashColors dashLengths' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Borders'","DashedBorder class 	instanceVariableNames: ''"
Date,"Timespan subclass: #Date 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: 'ChronologyConstants' 	category: 'Kernel-Chronology'","Date class 	instanceVariableNames: ''"
DateAndTime,"Magnitude subclass: #DateAndTime 	instanceVariableNames: 'seconds offset julianDayNumber nanos' 	classVariableNames: 'ClockProvider LocalTimeZone' 	poolDictionaries: 'ChronologyConstants' 	category: 'Kernel-Chronology'","DateAndTime class 	instanceVariableNames: ''"
DateAndTimeDosEpochTest,"TestCase subclass: #DateAndTimeDosEpochTest 	instanceVariableNames: 'aDateAndTime aDuration aTimeZone localTimeZoneToRestore' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DateAndTimeDosEpochTest class 	instanceVariableNames: ''"
DateAndTimeEpochTest,"TestCase subclass: #DateAndTimeEpochTest 	instanceVariableNames: 'aDateAndTime aDuration aTimeZone localTimeZoneToRestore' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DateAndTimeEpochTest class 	instanceVariableNames: ''"
DateAndTimeLeapTest,"TestCase subclass: #DateAndTimeLeapTest 	instanceVariableNames: 'aDateAndTime aDuration aTimeZone localTimeZoneToRestore' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DateAndTimeLeapTest class 	instanceVariableNames: ''"
DateAndTimeTest,"ClassTestCase subclass: #DateAndTimeTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DateAndTimeTest class 	instanceVariableNames: ''"
DateAndTimeUnixEpochTest,"TestCase subclass: #DateAndTimeUnixEpochTest 	instanceVariableNames: 'aDateAndTime aDuration aTimeZone localTimeZoneToRestore' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DateAndTimeUnixEpochTest class 	instanceVariableNames: ''"
DateError,"Error subclass: #DateError 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Chronology'","DateError class 	instanceVariableNames: ''"
DateModel,"DatePresenter subclass: #DateModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Deprecated-Obsolete'","DateModel class 	instanceVariableNames: ''"
DateParser,"Object subclass: #DateParser 	instanceVariableNames: 'inputStream pattern patternStream char year month day invalidPattern' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Chronology-Extras'","DateParser class 	instanceVariableNames: ''"
DateParsingTests,"TestCase subclass: #DateParsingTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Extended-Chronology'","DateParsingTests class 	instanceVariableNames: ''"
DatePresenter,"ComposablePresenter subclass: #DatePresenter 	instanceVariableNames: 'displayBlockHolder chooseDateButton dateModel date' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-PolyWidgets-Widgets'","DatePresenter class 	instanceVariableNames: ''"
DatePresenterTest,"SpecTestCase subclass: #DatePresenterTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-PolyWidgets-Widgets'","DatePresenterTest class 	instanceVariableNames: ''"
DatePrintFormatTester,"Object subclass: #DatePrintFormatTester 	instanceVariableNames: 'dayPosition monthPosition yearPosition delimiter monthType yearType date' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DatePrintFormatTester class 	instanceVariableNames: ''"
DateTest,"ClassTestCase subclass: #DateTest 	instanceVariableNames: 'aTime january23rd2004 june2nd1973' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DateTest class 	instanceVariableNames: ''"
DebugAction,"Object subclass: #DebugAction 	instanceVariableNames: 'label order icon keymap category debugger needsValidation needsUpdate needsSeparatorAfter actionSelector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'DebuggerActions-Actions'","DebugAction class 	instanceVariableNames: ''"
DebugActionAboutToExecute,"Announcement subclass: #DebugActionAboutToExecute 	instanceVariableNames: 'debuggingAction' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'DebuggerActions-Announcements'","DebugActionAboutToExecute class 	instanceVariableNames: ''"
DebugActionExecuted,"Announcement subclass: #DebugActionExecuted 	instanceVariableNames: 'debuggingAction' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'DebuggerActions-Announcements'","DebugActionExecuted class 	instanceVariableNames: ''"
