Class Name,Instance Side Definition,Class Side Definition
CommandLinePasswordManager,"Object subclass: #CommandLinePasswordManager 	instanceVariableNames: 'hashingPepper numberOfHashIterations passwordHash' 	classVariableNames: 'Instance' 	poolDictionaries: '' 	category: 'System-BasicCommandLineHandler-Management'","CommandLinePasswordManager class 	instanceVariableNames: ''"
CommandLinePasswordManagerTest,"TestCase subclass: #CommandLinePasswordManagerTest 	instanceVariableNames: 'passwordManager' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-BasicCommandLineHandler-Tests'","CommandLinePasswordManagerTest class 	instanceVariableNames: ''"
CommandLineTestRunner,"HDTestReport subclass: #CommandLineTestRunner 	instanceVariableNames: 'stderr stdout currentTest maxTest shouldSerializeError' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-UI-Headless'","CommandLineTestRunner class 	instanceVariableNames: ''"
CommandLineUIManager,"UIManager subclass: #CommandLineUIManager 	instanceVariableNames: 'doNotQuitOnRestart uiManager' 	classVariableNames: 'SnapshotErrorImage' 	poolDictionaries: '' 	category: 'UIManager-Base'","CommandLineUIManager class 	instanceVariableNames: ''"
CompilationContext,"Object subclass: #CompilationContext 	instanceVariableNames: 'requestor failBlock noPattern class logged interactive options environment parserClass semanticAnalyzerClass astTranslatorClass bytecodeGeneratorClass compiledMethodTrailer forSyntaxHighlighting encoderClass astTransformPlugins usesFullBlockClosure requestorScopeClass bindings' 	classVariableNames: 'BytecodeBackend DefaultOptions DefaultTransformationPlugins' 	poolDictionaries: '' 	category: 'OpalCompiler-Core-FrontEnd'","CompilationContext class 	instanceVariableNames: ''"
CompiledBlock,"CompiledCode variableByteSubclass: #CompiledBlock 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Methods'","CompiledBlock class 	instanceVariableNames: ''"
CompiledCode,"ByteArray variableByteSubclass: #CompiledCode 	instanceVariableNames: '' 	classVariableNames: 'LargeFrame PrimaryBytecodeSetEncoderClass SecondaryBytecodeSetEncoderClass SmallFrame' 	poolDictionaries: '' 	category: 'Kernel-Methods'","CompiledCode class 	instanceVariableNames: ''"
CompiledMethod,"CompiledCode variableByteSubclass: #CompiledMethod 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Methods'","CompiledMethod class 	instanceVariableNames: ''"
CompiledMethodLayout,"ObjectLayout subclass: #CompiledMethodLayout 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Core-Layout'","CompiledMethodLayout class 	instanceVariableNames: ''"
CompiledMethodTest,"ClassTestCase subclass: #CompiledMethodTest 	instanceVariableNames: 'x y' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Extended-Methods'","CompiledMethodTest class 	instanceVariableNames: ''"
CompiledMethodTrailer,"Object subclass: #CompiledMethodTrailer 	instanceVariableNames: 'data encodedData kind size method' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Methods'","CompiledMethodTrailer class 	instanceVariableNames: ''"
CompiledMethodTrailerTest,"TestCase subclass: #CompiledMethodTrailerTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Methods'","CompiledMethodTrailerTest class 	instanceVariableNames: ''"
ComplexBorder,"SimpleBorder subclass: #ComplexBorder 	instanceVariableNames: 'style colors lineStyles' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Borders'","ComplexBorder class 	instanceVariableNames: ''"
ComposableModel,"ComposablePresenter subclass: #ComposableModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Deprecated-Obsolete'","ComposableModel class 	instanceVariableNames: ''"
ComposableMorph,"MorphicModel subclass: #ComposableMorph 	uses: TEasilyThemed 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","ComposableMorph class 	uses: TEasilyThemed classTrait 	instanceVariableNames: ''"
ComposablePresenter,"Model subclass: #ComposablePresenter 	instanceVariableNames: 'focusOrder owner window spec extentHolder needRebuild additionalKeyBindings keyStrokesForNextFocusHolder keyStrokesForPreviousFocusHolder windowIcon aboutText askOkToClose titleHolder' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Base'","ComposablePresenter class 	instanceVariableNames: ''"
ComposablePresenterWithModel,"ComposablePresenter subclass: #ComposablePresenterWithModel 	instanceVariableNames: 'announcingObject' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Base'","ComposablePresenterWithModel class 	instanceVariableNames: ''"
ComposablePresenterWithModelTest,"TestCase subclass: #ComposablePresenterWithModelTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Core'","ComposablePresenterWithModelTest class 	instanceVariableNames: ''"
ComposedSortFunction,"SortFunction subclass: #ComposedSortFunction 	instanceVariableNames: 'baseSortFunction' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SortFunctions-Core'","ComposedSortFunction class 	instanceVariableNames: ''"
CompositeAnnotationContext,"AnnotationContext subclass: #CompositeAnnotationContext 	instanceVariableNames: 'parts' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ClassAnnotation'","CompositeAnnotationContext class 	instanceVariableNames: ''"
CompositeAnnotationContextTests,"TestCase subclass: #CompositeAnnotationContextTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ClassAnnotation-Tests'","CompositeAnnotationContextTests class 	instanceVariableNames: ''"
CompositeBorder,"SimpleBorder subclass: #CompositeBorder 	instanceVariableNames: 'borders' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Borders'","CompositeBorder class 	instanceVariableNames: ''"
CompositeFillStyle,"FillStyle subclass: #CompositeFillStyle 	instanceVariableNames: 'fillStyles' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Balloon-Fills'","CompositeFillStyle class 	instanceVariableNames: ''"
CompositeTransform,"DisplayTransform subclass: #CompositeTransform 	instanceVariableNames: 'globalTransform localTransform' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Transformations'","CompositeTransform class 	instanceVariableNames: ''"
CompositionScanner,"CharacterScanner subclass: #CompositionScanner 	instanceVariableNames: 'spaceX spaceIndex lineHeight baseline lineHeightAtSpace baselineAtSpace lastBreakIsNotASpace nextIndexAfterLineBreak' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Scanning-Base'","CompositionScanner class 	instanceVariableNames: ''"
CompoundTextConverterState,"Object subclass: #CompoundTextConverterState 	instanceVariableNames: 'g0Size g1Size g0Leading g1Leading charSize streamPosition' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-TextConversion-Utilities'","CompoundTextConverterState class 	instanceVariableNames: ''"
CompressedBoundaryShape,"Object subclass: #CompressedBoundaryShape 	instanceVariableNames: 'points leftFills rightFills lineWidths lineFills fillStyles' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Balloon-Geometry'","CompressedBoundaryShape class 	instanceVariableNames: ''"
ComputedSlot,"Slot subclass: #ComputedSlot 	instanceVariableNames: 'block' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Examples-base'","ComputedSlot class 	instanceVariableNames: ''"
ConfigurationCommandLineHandler,"CommandLineHandler subclass: #ConfigurationCommandLineHandler 	instanceVariableNames: 'version repositoryURL configurationName' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ConfigurationCommandLineHandler-Core'","ConfigurationCommandLineHandler class 	instanceVariableNames: ''"
ConfigurationCommandLineHandlerTest,"TestCase subclass: #ConfigurationCommandLineHandlerTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ConfigurationCommandLineHandler-Tests'","ConfigurationCommandLineHandlerTest class 	instanceVariableNames: ''"
ConfigurationGenerator,"Object subclass: #ConfigurationGenerator 	instanceVariableNames: 'repository workingCopy' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tools-Monticello'","ConfigurationGenerator class 	instanceVariableNames: ''"
ConfigurationOf,"Object subclass: #ConfigurationOf 	instanceVariableNames: 'project' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Base'","ConfigurationOf class 	instanceVariableNames: ''"
ConnectionClosed,"NetworkError subclass: #ConnectionClosed 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Kernel-Exceptions'","ConnectionClosed class 	instanceVariableNames: ''"
ConnectionQueue,"Object subclass: #ConnectionQueue 	instanceVariableNames: 'portNumber maxQueueLength connections accessSema socket process' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Kernel-Utilities'","ConnectionQueue class 	instanceVariableNames: ''"
ConnectionRefused,"NetworkError subclass: #ConnectionRefused 	instanceVariableNames: 'host port' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Kernel-Exceptions'","ConnectionRefused class 	instanceVariableNames: ''"
ConnectionTimedOut,"NetworkError subclass: #ConnectionTimedOut 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Kernel-Exceptions'","ConnectionTimedOut class 	instanceVariableNames: ''"
ContainerModel,"ContainerPresenter subclass: #ContainerModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Deprecated-Obsolete'","ContainerModel class 	instanceVariableNames: ''"
ContainerPresenter,"AbstractWidgetPresenter subclass: #ContainerPresenter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Support'","ContainerPresenter class 	instanceVariableNames: ''"
Context,"InstructionStream variableSubclass: #Context 	instanceVariableNames: 'stackp method closureOrNil receiver' 	classVariableNames: 'PrimitiveFailToken QuickStep SpecialPrimitiveSimulators TryNamedPrimitiveTemplateMethod' 	poolDictionaries: '' 	category: 'Kernel-Methods'","Context class 	instanceVariableNames: ''"
ContextCannotReturn,"CannotReturn subclass: #ContextCannotReturn 	instanceVariableNames: 'target' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Exceptions'","ContextCannotReturn class 	instanceVariableNames: ''"
ContextTempEyeElement,"AbstractEyeElement subclass: #ContextTempEyeElement 	instanceVariableNames: 'tempName tempIndex' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Inspector-Element'","ContextTempEyeElement class 	instanceVariableNames: ''"
ContextTest,"TestCase subclass: #ContextTest 	instanceVariableNames: 'aCompiledMethod aReceiver aMethodContext aSender instVarForTestLookupSymbol' 	classVariableNames: 'classVarForTestLookupSymbol' 	poolDictionaries: '' 	category: 'Kernel-Tests-Methods'","ContextTest class 	instanceVariableNames: ''"
ContextualClassAnnotationExample1,"ClassAnnotation subclass: #ContextualClassAnnotationExample1 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ClassAnnotation-Tests-Examples-Annotated classes'","ContextualClassAnnotationExample1 class 	instanceVariableNames: ''"
ContextualClassAnnotationExample2,"ClassAnnotation subclass: #ContextualClassAnnotationExample2 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ClassAnnotation-Tests-Examples-Annotated classes'","ContextualClassAnnotationExample2 class 	instanceVariableNames: ''"
Continuation,"Object subclass: #Continuation 	instanceVariableNames: 'values' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Methods'","Continuation class 	instanceVariableNames: ''"
ContinuationTest,"TestCase subclass: #ContinuationTest 	instanceVariableNames: 'tmp tmp2' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Methods'","ContinuationTest class 	instanceVariableNames: ''"
ContributingToTheCatalogHelp,"CustomHelp subclass: #ContributingToTheCatalogHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Pharo-Help'","ContributingToTheCatalogHelp class 	instanceVariableNames: ''"
ControlButtonMorph,"PluggableButtonMorph subclass: #ControlButtonMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Basic-Buttons'","ControlButtonMorph class 	instanceVariableNames: ''"
CopyToClipboardDebugAction,"DebugAction subclass: #CopyToClipboardDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'DebuggerActions-Actions'","CopyToClipboardDebugAction class 	instanceVariableNames: ''"
CopyVisitor,"FileSystemVisitor subclass: #CopyVisitor 	instanceVariableNames: 'source dest' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Core-Base-Visitors'","CopyVisitor class 	instanceVariableNames: ''"
CopyVisitorTest,"FileSystemTreeTest subclass: #CopyVisitorTest 	instanceVariableNames: 'source dest' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core-Visitors'","CopyVisitorTest class 	instanceVariableNames: ''"
CornerGripMorph,"AbstractResizerMorph subclass: #CornerGripMorph 	instanceVariableNames: 'target' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Windows-Resizing'","CornerGripMorph class 	instanceVariableNames: ''"
CornerRounder,"Object subclass: #CornerRounder 	instanceVariableNames: 'cornerMasks cornerOverlays underBits' 	classVariableNames: 'CR0 CR1 CR2' 	poolDictionaries: '' 	category: 'Graphics-Canvas'","CornerRounder class 	instanceVariableNames: ''"
CounterIconStyler,"IconStyler subclass: #CounterIconStyler 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Reflectivity-Tools-Watchpoints'","CounterIconStyler class 	instanceVariableNames: ''"
CoverageDemo,"ComposablePresenter subclass: #CoverageDemo 	instanceVariableNames: 'installMetalinkButton runCodeButton codePanelMorph metalinkBlock compiledMethods coverageCode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Reflectivity-Examples'","CoverageDemo class 	instanceVariableNames: ''"
CoverageDemoTest,"TestCase subclass: #CoverageDemoTest 	instanceVariableNames: 'link selector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Reflectivity-Tests'","CoverageDemoTest class 	instanceVariableNames: ''"
CoverageRubricStyler,"MetalinkIconStyler subclass: #CoverageRubricStyler 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Reflectivity-Examples'","CoverageRubricStyler class 	instanceVariableNames: ''"
CriticBrowser,"ComposablePresenter subclass: #CriticBrowser 	instanceVariableNames: 'criticModel rulesModel checker title rbEnvironment removeTestCase cache resetButton logButton updateButton' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-CriticBrowser-Base'","CriticBrowser class 	instanceVariableNames: ''"
CriticBrowserRulesGroup,"Object subclass: #CriticBrowserRulesGroup 	instanceVariableNames: 'name rules' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-CriticBrowser-Utilities'","CriticBrowserRulesGroup class 	instanceVariableNames: ''"
CriticToolbar,"ComposablePresenter subclass: #CriticToolbar 	instanceVariableNames: 'ruleHolder criticHolder browseModel falsepositiveModel transformModel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-CriticBrowser-Parts'","CriticToolbar class 	instanceVariableNames: ''"
CriticWorkingConfiguration,"Object subclass: #CriticWorkingConfiguration 	instanceVariableNames: 'rule environment removeTestCase logInManifest' 	classVariableNames: 'Current' 	poolDictionaries: '' 	category: 'Tool-CriticBrowser-Utilities'","CriticWorkingConfiguration class 	instanceVariableNames: ''"
CriticsCache,"Object subclass: #CriticsCache 	instanceVariableNames: 'critics toDos falsePositives checker browser falsePositiveRules falsePositiveClasses packages change' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-CriticBrowser-Utilities'","CriticsCache class 	instanceVariableNames: ''"
Cubic,"Array variableSubclass: #Cubic 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Basic'","Cubic class 	instanceVariableNames: ''"
CurrentChangeSetChanged,"Announcement subclass: #CurrentChangeSetChanged 	instanceVariableNames: 'new old' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Changes-Announcements'","CurrentChangeSetChanged class 	instanceVariableNames: ''"
CurrentExecutionEnvironment,"ProcessLocalVariable subclass: #CurrentExecutionEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Processes'","CurrentExecutionEnvironment class 	instanceVariableNames: ''"
CurrentImage,"Object subclass: #CurrentImage 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated70-Obsolete'","CurrentImage class 	instanceVariableNames: ''"
CurrentJob,"DynamicVariable subclass: #CurrentJob 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Jobs-Base'","CurrentJob class 	instanceVariableNames: ''"
CurrentSpecDefaultBindings,"DynamicVariable subclass: #CurrentSpecDefaultBindings 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Support'","CurrentSpecDefaultBindings class 	instanceVariableNames: ''"
Cursor,"Form subclass: #Cursor 	instanceVariableNames: '' 	classVariableNames: 'BlankCursor BottomLeftCursor BottomRightCursor CornerCursor CrossHairCursor CurrentCursor DownCursor MarkerCursor MenuCursor MoveCursor NormalCursor OriginCursor OverEditableText ReadCursor ResizeLeftCursor ResizeTopCursor ResizeTopLeftCursor ResizeTopRightCursor RightArrowCursor SquareCursor TargetCursor TopLeftCursor TopRightCursor UpCursor WaitCursor WebLinkCursor WriteCursor XeqCursor' 	poolDictionaries: '' 	category: 'Graphics-Display Objects-Cursors'","Cursor class 	instanceVariableNames: ''"
CursorWithAlpha,"Cursor subclass: #CursorWithAlpha 	instanceVariableNames: 'fallback' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Display Objects-Cursors'","CursorWithAlpha class 	instanceVariableNames: ''"
CursorWithMask,"Cursor subclass: #CursorWithMask 	instanceVariableNames: 'maskForm' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Display Objects-Cursors'","CursorWithMask class 	instanceVariableNames: ''"
CustomHelp,"Model subclass: #CustomHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Core-Utilities'","CustomHelp class 	instanceVariableNames: ''"
CustomHelpHelpBuilder,"HelpBuilder subclass: #CustomHelpHelpBuilder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Core-Builders'","CustomHelpHelpBuilder class 	instanceVariableNames: ''"
CustomHelpTest,"TestCase subclass: #CustomHelpTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Tests-Core-Utilities'","CustomHelpTest class 	instanceVariableNames: ''"
CustomQuestionDialogWindow,"QuestionDialogWindow subclass: #CustomQuestionDialogWindow 	instanceVariableNames: 'yesButton noButton cancelButton' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Windows'","CustomQuestionDialogWindow class 	instanceVariableNames: ''"
DAAbstractItemDiff,"Object subclass: #DAAbstractItemDiff 	instanceVariableNames: 'new underteminate content diff removed' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Diff'","DAAbstractItemDiff class 	instanceVariableNames: ''"
DAAbstractPackageNode,"DANode subclass: #DAAbstractPackageNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAAbstractPackageNode class 	instanceVariableNames: ''"
DAAddPackageModel,"ComposablePresenter subclass: #DAAddPackageModel 	instanceVariableNames: 'packageList buttonAddPackage packageAnalyzerTreeModel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Core'","DAAddPackageModel class 	instanceVariableNames: ''"
DAAssemblyNode,"DANode subclass: #DAAssemblyNode 	instanceVariableNames: 'dependencies' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAAssemblyNode class 	instanceVariableNames: ''"
DAClassNode,"DANode subclass: #DAClassNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAClassNode class 	instanceVariableNames: ''"
DAClassToDependencyNode,"DAClassNode subclass: #DAClassToDependencyNode 	instanceVariableNames: 'package' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAClassToDependencyNode class 	instanceVariableNames: ''"
DACompositeDependency,"DAPackageDependency subclass: #DACompositeDependency 	instanceVariableNames: 'dependencies' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DACompositeDependency class 	instanceVariableNames: ''"
DACycleNode,"DANode subclass: #DACycleNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DACycleNode class 	instanceVariableNames: ''"
DADependenciesHTMLPublisher,"Object subclass: #DADependenciesHTMLPublisher 	instanceVariableNames: 'stream report' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-HTMLReport'","DADependenciesHTMLPublisher class 	instanceVariableNames: ''"
DADependencyChecker,"Object subclass: #DADependencyChecker 	instanceVariableNames: 'report' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Report'","DADependencyChecker class 	instanceVariableNames: ''"
DADependencyCheckerTest,"TestCase subclass: #DADependencyCheckerTest 	instanceVariableNames: 'checker' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Core'","DADependencyCheckerTest class 	instanceVariableNames: ''"
DADependencyFromClass,"DAPackageDependency subclass: #DADependencyFromClass 	instanceVariableNames: 'theClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DADependencyFromClass class 	instanceVariableNames: ''"
DADependencyItemDiff,"DAAbstractItemDiff subclass: #DADependencyItemDiff 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Diff'","DADependencyItemDiff class 	instanceVariableNames: ''"
DADependencyReport,"Object subclass: #DADependencyReport 	instanceVariableNames: 'dependencies warnings imageVersion analysisRunString' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Report'","DADependencyReport class 	instanceVariableNames: ''"
DADependentPackageItemDiff,"DAAbstractItemDiff subclass: #DADependentPackageItemDiff 	instanceVariableNames: 'parent' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Diff'","DADependentPackageItemDiff class 	instanceVariableNames: ''"
DADependentPackageNode,"DAAbstractPackageNode subclass: #DADependentPackageNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DADependentPackageNode class 	instanceVariableNames: ''"
DADependentPackageWrapper,"Object subclass: #DADependentPackageWrapper 	instanceVariableNames: 'pdPackage relationGraph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DADependentPackageWrapper class 	instanceVariableNames: ''"
DAExtensionDependency,"DADependencyFromClass subclass: #DAExtensionDependency 	instanceVariableNames: 'selector method' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAExtensionDependency class 	instanceVariableNames: ''"
DAExtensionDependencyNode,"DAMethodDependencyNode subclass: #DAExtensionDependencyNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAExtensionDependencyNode class 	instanceVariableNames: ''"
DAGraphVizGenerator,"Object subclass: #DAGraphVizGenerator 	instanceVariableNames: 'builder graphviz nameOfGraph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAGraphVizGenerator class 	instanceVariableNames: ''"
DAInheritanceDependency,"DADependencyFromClass subclass: #DAInheritanceDependency 	instanceVariableNames: 'superclass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAInheritanceDependency class 	instanceVariableNames: ''"
DAInheritanceDependencyNode,"DAClassNode subclass: #DAInheritanceDependencyNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAInheritanceDependencyNode class 	instanceVariableNames: ''"
DAManuallyAddedDependentPackageNode,"DADependentPackageNode subclass: #DAManuallyAddedDependentPackageNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAManuallyAddedDependentPackageNode class 	instanceVariableNames: ''"
DAMessageSendAnalyzer,"Object subclass: #DAMessageSendAnalyzer 	instanceVariableNames: 'packageAnalysis missingMethods' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAMessageSendAnalyzer class 	instanceVariableNames: ''"
DAMessageSendAnalyzerTest,"TestCase subclass: #DAMessageSendAnalyzerTest 	instanceVariableNames: 'analyzer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Tests-Core'","DAMessageSendAnalyzerTest class 	instanceVariableNames: ''"
DAMessageSendDependency,"DADependencyFromClass subclass: #DAMessageSendDependency 	instanceVariableNames: 'implementedMethods' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAMessageSendDependency class 	instanceVariableNames: ''"
DAMessageSendDependencyNode,"DAMessageSendNode subclass: #DAMessageSendDependencyNode 	instanceVariableNames: 'sentMessages' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAMessageSendDependencyNode class 	instanceVariableNames: ''"
DAMessageSendNode,"DAMethodDependencyNode subclass: #DAMessageSendNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAMessageSendNode class 	instanceVariableNames: ''"
DAMethodDependencyNode,"DANode subclass: #DAMethodDependencyNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAMethodDependencyNode class 	instanceVariableNames: ''"
DAMethodImplementationNode,"DAMethodDependencyNode subclass: #DAMethodImplementationNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAMethodImplementationNode class 	instanceVariableNames: ''"
DAMissingMethodNode,"DAMethodDependencyNode subclass: #DAMissingMethodNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DAMissingMethodNode class 	instanceVariableNames: ''"
DANode,"TreeNodePresenter subclass: #DANode 	instanceVariableNames: 'treeModelParent cycle browser' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-UI-Nodes'","DANode class 	instanceVariableNames: ''"
DAPackage,"Object subclass: #DAPackage 	instanceVariableNames: 'dependencies included inStack tarjanIndex tarjanLowLink bfsParent seen rPackageSet' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-DependencyAnalyser-Core'","DAPackage class 	instanceVariableNames: ''"
