Class Name,Instance Side Definition,Class Side Definition
WorldModel,"WindowModel subclass: #WorldModel 	instanceVariableNames: 'widget' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-MorphicAdapters'","WorldModel class 	instanceVariableNames: ''"
WorldMorph,"PasteUpMorph subclass: #WorldMorph 	instanceVariableNames: 'osWindow session' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Core-Worlds'","WorldMorph class 	instanceVariableNames: ''"
WorldState,"Object subclass: #WorldState 	instanceVariableNames: 'hands viewBox canvas damageRecorder stepList lastStepTime lastStepMessage lastCycleTime alarms lastAlarmTime menuBuilder' 	classVariableNames: 'CanSurrenderToOS DebugShowDamage DeferredUIMessages DesktopMenuPragmaKeyword DesktopMenuTitle EasySelectingWorld LastCycleTime MinCycleLapse ServerMode ShowUpdateOptionInWorldMenu' 	poolDictionaries: '' 	category: 'Morphic-Core-Worlds'","WorldState class 	instanceVariableNames: ''"
WriteStream,"PositionableStream subclass: #WriteStream 	instanceVariableNames: 'writeLimit' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Streams'","WriteStream class 	instanceVariableNames: ''"
WriteStreamTest,"ClassTestCase subclass: #WriteStreamTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Tests-Streams'","WriteStreamTest class 	instanceVariableNames: ''"
X11Encoding,"Object subclass: #X11Encoding 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Encodings'","X11Encoding class 	instanceVariableNames: ''"
Year,"Timespan subclass: #Year 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Chronology'","Year class 	instanceVariableNames: ''"
YearMonthWeekTest,"TestCase subclass: #YearMonthWeekTest 	instanceVariableNames: 'restoredStartDay restoredTimeZone' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","YearMonthWeekTest class 	instanceVariableNames: ''"
YearTest,"ClassTestCase subclass: #YearTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","YearTest class 	instanceVariableNames: ''"
ZLibReadStream,"FastInflateStream subclass: #ZLibReadStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Streams'","ZLibReadStream class 	instanceVariableNames: ''"
ZLibWriteStream,"ZipWriteStream subclass: #ZLibWriteStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Streams'","ZLibWriteStream class 	instanceVariableNames: ''"
ZdcAbstractSSLSession,"Object subclass: #ZdcAbstractSSLSession 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcAbstractSSLSession class 	instanceVariableNames: ''"
ZdcAbstractSocketStream,"Object subclass: #ZdcAbstractSocketStream 	instanceVariableNames: 'socket readBuffer writeBuffer timeout debug' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcAbstractSocketStream class 	instanceVariableNames: ''"
ZdcAbstractSocketStreamTests,"TestCase subclass: #ZdcAbstractSocketStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcAbstractSocketStreamTests class 	instanceVariableNames: ''"
ZdcByteArrayManager,"Object subclass: #ZdcByteArrayManager 	instanceVariableNames: 'limit resources access' 	classVariableNames: 'Current' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcByteArrayManager class 	instanceVariableNames: ''"
ZdcByteArrayManagerTests,"TestCase subclass: #ZdcByteArrayManagerTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcByteArrayManagerTests class 	instanceVariableNames: ''"
ZdcIOBuffer,"Object subclass: #ZdcIOBuffer 	instanceVariableNames: 'buffer readPointer writePointer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcIOBuffer class 	instanceVariableNames: ''"
ZdcIOBufferTests,"TestCase subclass: #ZdcIOBufferTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcIOBufferTests class 	instanceVariableNames: ''"
ZdcOptimizedSocketStream,"ZdcSimpleSocketStream subclass: #ZdcOptimizedSocketStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcOptimizedSocketStream class 	instanceVariableNames: ''"
ZdcOptimizedSocketStreamTests,"ZdcAbstractSocketStreamTests subclass: #ZdcOptimizedSocketStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcOptimizedSocketStreamTests class 	instanceVariableNames: ''"
ZdcPluginMissing,"Error subclass: #ZdcPluginMissing 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcPluginMissing class 	instanceVariableNames: ''"
ZdcPluginSSLSession,"ZdcAbstractSSLSession subclass: #ZdcPluginSSLSession 	instanceVariableNames: 'handle' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcPluginSSLSession class 	instanceVariableNames: ''"
ZdcReferenceSocketStreamTests,"ZdcAbstractSocketStreamTests subclass: #ZdcReferenceSocketStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcReferenceSocketStreamTests class 	instanceVariableNames: ''"
ZdcSecurePOP3Client,"POP3Client subclass: #ZdcSecurePOP3Client 	instanceVariableNames: 'lineReader' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Extra'","ZdcSecurePOP3Client class 	instanceVariableNames: ''"
ZdcSecureSMTPClient,"SMTPClient subclass: #ZdcSecureSMTPClient 	instanceVariableNames: 'variant lineReader' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Extra'","ZdcSecureSMTPClient class 	instanceVariableNames: ''"
ZdcSecureSocketStream,"ZdcOptimizedSocketStream subclass: #ZdcSecureSocketStream 	instanceVariableNames: 'sslSession in out connecting' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcSecureSocketStream class 	instanceVariableNames: ''"
ZdcSecureSocketStreamTests,"TestCase subclass: #ZdcSecureSocketStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcSecureSocketStreamTests class 	instanceVariableNames: ''"
ZdcSimpleSocketStream,"ZdcAbstractSocketStream subclass: #ZdcSimpleSocketStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcSimpleSocketStream class 	instanceVariableNames: ''"
ZdcSimpleSocketStreamTests,"ZdcAbstractSocketStreamTests subclass: #ZdcSimpleSocketStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcSimpleSocketStreamTests class 	instanceVariableNames: ''"
ZdcSocketStream,"ZdcOptimizedSocketStream subclass: #ZdcSocketStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcSocketStream class 	instanceVariableNames: ''"
ZdcSocketStreamTests,"ZdcAbstractSocketStreamTests subclass: #ZdcSocketStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zodiac-Tests'","ZdcSocketStreamTests class 	instanceVariableNames: ''"
ZeroDivide,"ArithmeticError subclass: #ZeroDivide 	instanceVariableNames: 'dividend' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Exceptions'","ZeroDivide class 	instanceVariableNames: ''"
ZipArchive,"Archive subclass: #ZipArchive 	instanceVariableNames: 'centralDirectorySize centralDirectoryOffsetWRTStartingDiskNumber zipFileComment writeCentralDirectoryOffset writeEOCDOffset' 	classVariableNames: '' 	poolDictionaries: 'ZipFileConstants' 	category: 'Compression-Archives'","ZipArchive class 	instanceVariableNames: ''"
ZipArchiveMember,"ArchiveMember subclass: #ZipArchiveMember 	instanceVariableNames: 'lastModFileDateTime fileAttributeFormat versionMadeBy versionNeededToExtract bitFlag compressionMethod desiredCompressionMethod desiredCompressionLevel internalFileAttributes externalFileAttributes cdExtraField localExtraField fileComment crc32 compressedSize uncompressedSize writeLocalHeaderRelativeOffset readDataRemaining' 	classVariableNames: '' 	poolDictionaries: 'ZipFileConstants' 	category: 'Compression-Archives'","ZipArchiveMember class 	instanceVariableNames: ''"
ZipArchiveTest,"TestCase subclass: #ZipArchiveTest 	instanceVariableNames: 'fileToZip zip subdir zipFile fileSystem' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Tests-Archive'","ZipArchiveTest class 	instanceVariableNames: ''"
ZipConstants,"SharedPool subclass: #ZipConstants 	instanceVariableNames: '' 	classVariableNames: 'BaseDistance BaseLength BitLengthOrder DistanceCodes DynamicBlock EndBlock ExtraBitLengthBits ExtraDistanceBits ExtraLengthBits FixedBlock FixedDistanceTree FixedLiteralTree HashBits HashMask HashShift MatchLengthCodes MaxBitLengthBits MaxBitLengthCodes MaxBits MaxDistCodes MaxDistance MaxLengthCodes MaxLiteralCodes MaxMatch MinMatch NumLiterals Repeat11To138 Repeat3To10 Repeat3To6 StoredBlock WindowMask WindowSize' 	poolDictionaries: '' 	category: 'Compression-Streams'","ZipConstants class 	instanceVariableNames: ''"
ZipCrcTests,"TestCase subclass: #ZipCrcTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Tests-Streams'","ZipCrcTests class 	instanceVariableNames: ''"
ZipDirectoryMember,"ZipFileMember subclass: #ZipDirectoryMember 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Archives'","ZipDirectoryMember class 	instanceVariableNames: ''"
ZipEncoder,"WriteStream subclass: #ZipEncoder 	instanceVariableNames: 'bitBuffer bitPosition encodedStream' 	classVariableNames: '' 	poolDictionaries: 'ZipConstants' 	category: 'Compression-Streams'","ZipEncoder class 	instanceVariableNames: ''"
ZipEncoderNode,"Object subclass: #ZipEncoderNode 	instanceVariableNames: 'value frequency height bitLength code parent left right' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Streams'","ZipEncoderNode class 	instanceVariableNames: ''"
ZipEncoderTree,"Object subclass: #ZipEncoderTree 	instanceVariableNames: 'bitLengths codes maxCode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Streams'","ZipEncoderTree class 	instanceVariableNames: ''"
ZipFileConstants,"SharedPool subclass: #ZipFileConstants 	instanceVariableNames: '' 	classVariableNames: 'CentralDirectoryFileHeaderSignature CompressionDeflated CompressionLevelDefault CompressionLevelNone CompressionStored DataDescriptorLength DefaultDirectoryPermissions DefaultFilePermissions DeflatingCompressionFast DeflatingCompressionMaximum DeflatingCompressionNormal DeflatingCompressionSuperFast DirectoryAttrib EndOfCentralDirectorySignature FaMsdos FaUnix FileAttrib IfaBinaryFile IfaTextFile LocalFileHeaderSignature' 	poolDictionaries: '' 	category: 'Compression-Archives'","ZipFileConstants class 	instanceVariableNames: ''"
ZipFileMember,"ZipArchiveMember subclass: #ZipFileMember 	instanceVariableNames: 'externalFileName stream localHeaderRelativeOffset dataOffset' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Archives'","ZipFileMember class 	instanceVariableNames: ''"
ZipFileSystemDirectory,"MemoryFileSystemDirectory subclass: #ZipFileSystemDirectory 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Zip'","ZipFileSystemDirectory class 	instanceVariableNames: ''"
ZipFileSystemFile,"MemoryFileSystemFile subclass: #ZipFileSystemFile 	instanceVariableNames: 'member' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Zip'","ZipFileSystemFile class 	instanceVariableNames: ''"
ZipNewFileMember,"ZipArchiveMember subclass: #ZipNewFileMember 	instanceVariableNames: 'externalFileName stream' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Archives'","ZipNewFileMember class 	instanceVariableNames: ''"
ZipReadStream,"FastInflateStream subclass: #ZipReadStream 	instanceVariableNames: 'expectedCrc' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Streams'","ZipReadStream class 	instanceVariableNames: ''"
ZipStore,"MemoryStore subclass: #ZipStore 	instanceVariableNames: 'reference' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Zip'","ZipStore class 	instanceVariableNames: ''"
ZipStringMember,"ZipArchiveMember subclass: #ZipStringMember 	instanceVariableNames: 'contents stream' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Archives'","ZipStringMember class 	instanceVariableNames: ''"
ZipWriteStream,"DeflateStream subclass: #ZipWriteStream 	instanceVariableNames: 'literals distances literalFreq distanceFreq litCount matchCount encoder crc crcPosition bytesWritten' 	classVariableNames: 'VerboseLevel' 	poolDictionaries: 'ZipConstants' 	category: 'Compression-Streams'","ZipWriteStream class 	instanceVariableNames: ''"
ZipWriteStreamTests,"TestCase subclass: #ZipWriteStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Tests-Streams'","ZipWriteStreamTests class 	instanceVariableNames: ''"
ZnApplicationFormUrlEncodedEntity,"ZnEntity subclass: #ZnApplicationFormUrlEncodedEntity 	instanceVariableNames: 'fields representation' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Core'","ZnApplicationFormUrlEncodedEntity class 	instanceVariableNames: ''"
ZnBase64Encoder,"Object subclass: #ZnBase64Encoder 	instanceVariableNames: 'alphabet inverse lineLength lineEnd' 	classVariableNames: 'DefaultAlphabet DefaultInverse' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnBase64Encoder class 	instanceVariableNames: ''"
ZnBase64EncoderTests,"TestCase subclass: #ZnBase64EncoderTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Tests'","ZnBase64EncoderTests class 	instanceVariableNames: ''"
ZnBasicAuthenticator,"Object subclass: #ZnBasicAuthenticator 	instanceVariableNames: 'credentials realm' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnBasicAuthenticator class 	instanceVariableNames: ''"
ZnBasicCredential,"ZnCredential subclass: #ZnBasicCredential 	instanceVariableNames: 'username password' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnBasicCredential class 	instanceVariableNames: ''"
ZnBivalentWriteStream,"Stream subclass: #ZnBivalentWriteStream 	instanceVariableNames: 'stream binary' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Streaming'","ZnBivalentWriteStream class 	instanceVariableNames: ''"
ZnBivalentWriteStreamTests,"TestCase subclass: #ZnBivalentWriteStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnBivalentWriteStreamTests class 	instanceVariableNames: ''"
ZnBufferedReadStream,"Object subclass: #ZnBufferedReadStream 	instanceVariableNames: 'stream buffer position limit' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnBufferedReadStream class 	instanceVariableNames: ''"
ZnBufferedReadStreamTests,"TestCase subclass: #ZnBufferedReadStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Tests'","ZnBufferedReadStreamTests class 	instanceVariableNames: ''"
ZnBufferedWriteStream,"Object subclass: #ZnBufferedWriteStream 	instanceVariableNames: 'stream buffer position' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnBufferedWriteStream class 	instanceVariableNames: ''"
ZnBufferedWriteStreamTests,"TestCase subclass: #ZnBufferedWriteStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Tests'","ZnBufferedWriteStreamTests class 	instanceVariableNames: ''"
ZnByteArrayEntity,"ZnEntity subclass: #ZnByteArrayEntity 	instanceVariableNames: 'bytes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Core'","ZnByteArrayEntity class 	instanceVariableNames: ''"
ZnByteEncoder,"ZnSimplifiedByteEncoder subclass: #ZnByteEncoder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnByteEncoder class 	instanceVariableNames: ''"
ZnByteStringBecameWideString,"Error subclass: #ZnByteStringBecameWideString 	instanceVariableNames: 'byteString wideString' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnByteStringBecameWideString class 	instanceVariableNames: ''"
ZnCharacterEncoder,"Object subclass: #ZnCharacterEncoder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnCharacterEncoder class 	instanceVariableNames: ''"
ZnCharacterEncoderTests,"TestCase subclass: #ZnCharacterEncoderTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Tests'","ZnCharacterEncoderTests class 	instanceVariableNames: ''"
ZnCharacterEncodingError,"Error subclass: #ZnCharacterEncodingError 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnCharacterEncodingError class 	instanceVariableNames: ''"
ZnCharacterReadStream,"ZnEncodedReadStream subclass: #ZnCharacterReadStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnCharacterReadStream class 	instanceVariableNames: ''"
ZnCharacterStreamTests,"TestCase subclass: #ZnCharacterStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Tests'","ZnCharacterStreamTests class 	instanceVariableNames: ''"
ZnCharacterWriteStream,"ZnEncodedWriteStream subclass: #ZnCharacterWriteStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnCharacterWriteStream class 	instanceVariableNames: ''"
ZnChunkedReadStream,"Stream subclass: #ZnChunkedReadStream 	instanceVariableNames: 'stream chunk position limit atEnd totalSize chunkCount extraHeaders' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Streaming'","ZnChunkedReadStream class 	instanceVariableNames: ''"
ZnChunkedStreamTests,"TestCase subclass: #ZnChunkedStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnChunkedStreamTests class 	instanceVariableNames: ''"
ZnChunkedWriteStream,"Object subclass: #ZnChunkedWriteStream 	instanceVariableNames: 'stream extraHeaders totalSize chunkCount' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Streaming'","ZnChunkedWriteStream class 	instanceVariableNames: ''"
ZnClient,"Object subclass: #ZnClient 	instanceVariableNames: 'request response connection lastUsed options session logLevel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Client-Server'","ZnClient class 	instanceVariableNames: ''"
ZnClientConnectionClosedEvent,"ZnClientLogEvent subclass: #ZnClientConnectionClosedEvent 	instanceVariableNames: 'address port' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnClientConnectionClosedEvent class 	instanceVariableNames: ''"
ZnClientFollowingRedirectEvent,"ZnClientLogEvent subclass: #ZnClientFollowingRedirectEvent 	instanceVariableNames: 'target' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnClientFollowingRedirectEvent class 	instanceVariableNames: ''"
ZnClientIgnoringExceptionOnConnectionReuseEvent,"ZnClientLogEvent subclass: #ZnClientIgnoringExceptionOnConnectionReuseEvent 	instanceVariableNames: 'exception' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnClientIgnoringExceptionOnConnectionReuseEvent class 	instanceVariableNames: ''"
ZnClientLogEvent,"ZnLogEvent subclass: #ZnClientLogEvent 	instanceVariableNames: 'clientId' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnClientLogEvent class 	instanceVariableNames: ''"
ZnClientRetryingEvent,"ZnClientLogEvent subclass: #ZnClientRetryingEvent 	instanceVariableNames: 'exception' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnClientRetryingEvent class 	instanceVariableNames: ''"
ZnClientTests,"TestCase subclass: #ZnClientTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnClientTests class 	instanceVariableNames: ''"
ZnClientTransactionEvent,"ZnClientLogEvent subclass: #ZnClientTransactionEvent 	instanceVariableNames: 'request response requestDuration responseDuration' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnClientTransactionEvent class 	instanceVariableNames: ''"
ZnCodePointReadStream,"ZnEncodedReadStream subclass: #ZnCodePointReadStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnCodePointReadStream class 	instanceVariableNames: ''"
ZnCodePointWriteStream,"ZnEncodedWriteStream subclass: #ZnCodePointWriteStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnCodePointWriteStream class 	instanceVariableNames: ''"
ZnCommonLogFormat,"Object subclass: #ZnCommonLogFormat 	instanceVariableNames: 'combined' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnCommonLogFormat class 	instanceVariableNames: ''"
ZnConnectionAcceptedEvent,"ZnServerLogEvent subclass: #ZnConnectionAcceptedEvent 	instanceVariableNames: 'address' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnConnectionAcceptedEvent class 	instanceVariableNames: ''"
ZnConnectionEstablishedEvent,"ZnClientLogEvent subclass: #ZnConnectionEstablishedEvent 	instanceVariableNames: 'hostname port address duration proxy' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Logging'","ZnConnectionEstablishedEvent class 	instanceVariableNames: ''"
ZnConnectionTimeout,"DynamicVariable subclass: #ZnConnectionTimeout 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Variables'","ZnConnectionTimeout class 	instanceVariableNames: ''"
ZnConstants,"Object subclass: #ZnConstants 	instanceVariableNames: '' 	classVariableNames: 'DefaultMaximumEntitySize HTTPStatusCodes' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnConstants class 	instanceVariableNames: ''"
ZnCookie,"Object subclass: #ZnCookie 	instanceVariableNames: 'attributes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnCookie class 	instanceVariableNames: ''"
ZnCookieJar,"Object subclass: #ZnCookieJar 	instanceVariableNames: 'cookies' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnCookieJar class 	instanceVariableNames: ''"
ZnCredential,"Object subclass: #ZnCredential 	instanceVariableNames: 'domain realm' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnCredential class 	instanceVariableNames: ''"
ZnCurrentServer,"DynamicVariable subclass: #ZnCurrentServer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Variables'","ZnCurrentServer class 	instanceVariableNames: ''"
ZnCurrentServerSession,"ProcessLocalVariable subclass: #ZnCurrentServerSession 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Variables'","ZnCurrentServerSession class 	instanceVariableNames: ''"
ZnDefaultCharacterEncoder,"DynamicVariable subclass: #ZnDefaultCharacterEncoder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnDefaultCharacterEncoder class 	instanceVariableNames: ''"
ZnDefaultServerDelegate,"Object subclass: #ZnDefaultServerDelegate 	instanceVariableNames: 'prefixMap byteArray' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Client-Server'","ZnDefaultServerDelegate class 	instanceVariableNames: ''"
ZnDigestAuthenticator,"ZnBasicAuthenticator subclass: #ZnDigestAuthenticator 	instanceVariableNames: 'nonces' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnDigestAuthenticator class 	instanceVariableNames: ''"
ZnDigestAuthenticatorTests,"TestCase subclass: #ZnDigestAuthenticatorTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnDigestAuthenticatorTests class 	instanceVariableNames: ''"
ZnDigestCredential,"ZnBasicCredential subclass: #ZnDigestCredential 	instanceVariableNames: 'nonce opaque' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnDigestCredential class 	instanceVariableNames: ''"
ZnDispatcherDelegate,"Object subclass: #ZnDispatcherDelegate 	instanceVariableNames: 'dispatcherDictionary' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Client-Server'","ZnDispatcherDelegate class 	instanceVariableNames: ''"
ZnDispatcherDelegateTest,"TestCase subclass: #ZnDispatcherDelegateTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnDispatcherDelegateTest class 	instanceVariableNames: ''"
ZnEasy,"Object subclass: #ZnEasy 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Client-Server'","ZnEasy class 	instanceVariableNames: ''"
ZnEasyTests,"TestCase subclass: #ZnEasyTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnEasyTests class 	instanceVariableNames: ''"
ZnEncodedReadStream,"ZnEncodedStream subclass: #ZnEncodedReadStream 	instanceVariableNames: 'peeked' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnEncodedReadStream class 	instanceVariableNames: ''"
ZnEncodedStream,"Object subclass: #ZnEncodedStream 	instanceVariableNames: 'stream encoder' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnEncodedStream class 	instanceVariableNames: ''"
ZnEncodedWriteStream,"ZnEncodedStream subclass: #ZnEncodedWriteStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnEncodedWriteStream class 	instanceVariableNames: ''"
ZnEndianSensitiveUTFEncoder,"ZnUTFEncoder subclass: #ZnEndianSensitiveUTFEncoder 	instanceVariableNames: 'endianness' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Character-Encoding-Core'","ZnEndianSensitiveUTFEncoder class 	instanceVariableNames: ''"
ZnEntity,"Object subclass: #ZnEntity 	instanceVariableNames: 'contentType contentLength' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Core'","ZnEntity class 	instanceVariableNames: ''"
